ID,name,Sex,Age,Height,Weight,NOC,Year,Season,City,Sport,Medal
811,talie Cammile Adams (-Brann),0,20,173,65,USA,2012,Summer,London,Swimming,0
811,talie Cammile Adams (-Brann),0,24,173,65,USA,2016,Summer,Rio de Janeiro,Swimming,0
836,Platt Adams,1,23,188,78,USA,1908,Summer,London,Athletics,0
836,Platt Adams,1,23,188,78,USA,1908,Summer,London,Athletics,0
836,Platt Adams,1,23,188,78,USA,1908,Summer,London,Athletics,0
836,Platt Adams,1,23,188,78,USA,1908,Summer,London,Athletics,0
836,Platt Adams,1,23,188,78,USA,1908,Summer,London,Athletics,0
836,Platt Adams,1,27,188,78,USA,1912,Summer,Stockholm,Athletics,0
836,Platt Adams,1,27,188,78,USA,1912,Summer,Stockholm,Athletics,3
836,Platt Adams,1,27,188,78,USA,1912,Summer,Stockholm,Athletics,2
836,Platt Adams,1,27,188,78,USA,1912,Summer,Stockholm,Athletics,0
837,Rachael Alexis Adams,0,26,188,81,USA,2016,Summer,Rio de Janeiro,Volleyball,1
844,"William Edward ""Willie"" Adams",1,19,198,93,USA,1992,Summer,Barcelo,Baseball,0
855,"James Nicholas ""Nick"" Adamson",1,27,183,74,USA,1996,Summer,Atlanta,Sailing,0
938,Cary Glen Adgate,1,22,173,74,USA,1976,Winter,Innsbruck,Alpine Skiing,0
938,Cary Glen Adgate,1,22,173,74,USA,1976,Winter,Innsbruck,Alpine Skiing,0
938,Cary Glen Adgate,1,26,173,74,USA,1980,Winter,Lake Placid,Alpine Skiing,0
960,Amanda Jo Adkins (-Schneider),0,23,173,61,USA,2000,Summer,Sydney,Swimming,0
961,"Bradley Don ""Brad"" Adkins",1,22,188,80,USA,2016,Summer,Rio de Janeiro,Athletics,0
963,Derrick Ralph Adkins,1,26,188,80,USA,1996,Summer,Atlanta,Athletics,3
1017,than Ghar-Jun Adrian,1,19,198,100,USA,2008,Summer,Beijing,Swimming,3
1017,than Ghar-Jun Adrian,1,23,198,100,USA,2012,Summer,London,Swimming,3
1017,than Ghar-Jun Adrian,1,23,198,100,USA,2012,Summer,London,Swimming,2
1017,than Ghar-Jun Adrian,1,23,198,100,USA,2012,Summer,London,Swimming,3
1017,than Ghar-Jun Adrian,1,27,198,100,USA,2016,Summer,Rio de Janeiro,Swimming,1
1017,than Ghar-Jun Adrian,1,27,198,100,USA,2016,Summer,Rio de Janeiro,Swimming,1
1017,than Ghar-Jun Adrian,1,27,198,100,USA,2016,Summer,Rio de Janeiro,Swimming,3
1017,than Ghar-Jun Adrian,1,27,198,100,USA,2016,Summer,Rio de Janeiro,Swimming,3
1028,"Fredua Koranteng ""Freddy"" Adu",1,19,170,66,USA,2008,Summer,Beijing,Football,0
1122,Andre Kirk Agassi,1,26,180,80,USA,1996,Summer,Atlanta,Tennis,3
1122,Andre Kirk Agassi,1,26,180,80,USA,1996,Summer,Atlanta,Tennis,0
1139,Craig John Age,1,23,170,66,USA,1984,Summer,Los Angeles,Judo,0
1178,"Jeffrey Allan ""Jeff"" Agoos",1,32,175,79,USA,2000,Summer,Sydney,Football,0
1188,"Benjamin Alexandro ""Ben"" Agosto",1,24,178,75,USA,2006,Winter,Torino,Figure Skating,2
1188,"Benjamin Alexandro ""Ben"" Agosto",1,28,178,75,USA,2010,Winter,Vancouver,Figure Skating,0
1291,Mason Singer Aguirre,1,18,183,68,USA,2006,Winter,Torino,Snowboarding,0
1313,Robyn Mokiha Ah Mow-Santos,0,24,172,67,USA,2000,Summer,Sydney,Volleyball,0
1313,Robyn Mokiha Ah Mow-Santos,0,28,172,67,USA,2004,Summer,Athi,Volleyball,0
1313,Robyn Mokiha Ah Mow-Santos,0,32,172,67,USA,2008,Summer,Beijing,Volleyball,2
1321,"Daniel William ""Dan"" Ahearn (Ahearne-)",1,32,178,69,USA,1920,Summer,Antwerpen,Athletics,0
1322,Kevin Joseph Ahearn,1,23,175,73,USA,1972,Winter,Sapporo,Ice Hockey,2
1325,"Patrick Lee ""Pat"" Ahern",1,23,183,73,USA,1984,Winter,Sarajevo,Nordic Combined,0
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",0,22,172,52,USA,1992,Summer,Barcelo,Swimming,3
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",0,22,172,52,USA,1992,Summer,Barcelo,Swimming,2
1380,"Christine M. ""Crissy"" Ahmann-Leighton (-Perham)",0,22,172,52,USA,1992,Summer,Barcelo,Swimming,3
1444,"Christian ""Chris"" Ahrens",1,24,195,97,USA,2000,Summer,Sydney,Rowing,0
1444,"Christian ""Chris"" Ahrens",1,28,195,97,USA,2004,Summer,Athi,Rowing,3
1453,Nicole Ahsinger,0,18,163,58,USA,2016,Summer,Rio de Janeiro,Trampolining,0
1500,Kurt Harold Ainsworth,1,22,187,84,USA,2000,Summer,Sydney,Baseball,3
1621,"Charles Arthur ""Charlie"" Akers",1,20,177,73,USA,1960,Winter,Squaw Valley,Cross Country Skiing,0
1621,"Charles Arthur ""Charlie"" Akers",1,24,177,73,USA,1964,Winter,Innsbruck,Biathlon,0
1622,Michelle Anne Akers,0,30,178,68,USA,1996,Summer,Atlanta,Football,3
1682,Morolake Akinosun,0,22,163,61,USA,2016,Summer,Rio de Janeiro,Athletics,3
1683,Foluke Antinuke Akinradewo,0,24,191,79,USA,2012,Summer,London,Volleyball,2
1683,Foluke Antinuke Akinradewo,0,28,191,79,USA,2016,Summer,Rio de Janeiro,Volleyball,1
1730,Monica Aksamit,0,26,183,74,USA,2016,Summer,Rio de Janeiro,Fencing,1
2293,"William Everett ""Bill"" Albans",1,22,190,77,USA,1948,Summer,London,Athletics,0
2361,Alan Jacob Alborn,1,17,178,61,USA,1998,Winter,gano,Ski Jumping,0
2361,Alan Jacob Alborn,1,17,178,61,USA,1998,Winter,gano,Ski Jumping,0
2361,Alan Jacob Alborn,1,17,178,61,USA,1998,Winter,gano,Ski Jumping,0
2361,Alan Jacob Alborn,1,21,178,61,USA,2002,Winter,Salt Lake City,Ski Jumping,0
2361,Alan Jacob Alborn,1,21,178,61,USA,2002,Winter,Salt Lake City,Ski Jumping,0
2361,Alan Jacob Alborn,1,21,178,61,USA,2002,Winter,Salt Lake City,Ski Jumping,0
2361,Alan Jacob Alborn,1,25,178,61,USA,2006,Winter,Torino,Ski Jumping,0
2361,Alan Jacob Alborn,1,25,178,61,USA,2006,Winter,Torino,Ski Jumping,0
2361,Alan Jacob Alborn,1,25,178,61,USA,2006,Winter,Torino,Ski Jumping,0
2385,"Christopher John ""Chris"" Albright",1,21,185,81,USA,2000,Summer,Sydney,Football,0
2387,"David Dold ""Dave"" Albritton",1,23,191,79,USA,1936,Summer,Berlin,Athletics,2
2411,David Alcoriza,1,27,180,73,USA,1996,Summer,Atlanta,Shooting,0
2412,Kyle Scott Alcorn,1,27,185,82,USA,2012,Summer,London,Athletics,0
2440,"Frederick Pitt ""Fred"" Alderman",1,22,177,75,USA,1928,Summer,Amsterdam,Athletics,3
2443,"Joan ""Jody"" Alderson (-Braskamp)",0,17,170,59,USA,1952,Summer,Helsinki,Swimming,0
2443,"Joan ""Jody"" Alderson (-Braskamp)",0,17,170,59,USA,1952,Summer,Helsinki,Swimming,1
2445,"Robert Mathew ""Bob"" Aldighieri",1,26,170,70,USA,1992,Winter,Albertville,Freestyle Skiing,0
2448,Erin Marie Aldrich,0,22,186,62,USA,2000,Summer,Sydney,Athletics,0
2568,Gary Joseph Alexander,1,32,165,62,USA,1976,Summer,Montreal,Wrestling,0
2578,"Nicholas ""Nick"" Alexander",1,21,180,64,USA,2010,Winter,Vancouver,Ski Jumping,0
2578,"Nicholas ""Nick"" Alexander",1,21,180,64,USA,2010,Winter,Vancouver,Ski Jumping,0
2578,"Nicholas ""Nick"" Alexander",1,21,180,64,USA,2010,Winter,Vancouver,Ski Jumping,0
2578,"Nicholas ""Nick"" Alexander",1,25,180,64,USA,2014,Winter,Sochi,Ski Jumping,0
2578,"Nicholas ""Nick"" Alexander",1,25,180,64,USA,2014,Winter,Sochi,Ski Jumping,0
2578,"Nicholas ""Nick"" Alexander",1,25,180,64,USA,2014,Winter,Sochi,Ski Jumping,0
2636,"Stephen Todd ""Steve"" Alford",1,19,185,74,USA,1984,Summer,Los Angeles,Basketball,3
2695,Nia Sifaatihii Ali,0,27,170,65,USA,2016,Summer,Rio de Janeiro,Athletics,2
2697,Sadam Ali,1,19,175,60,USA,2008,Summer,Beijing,Boxing,0
2773,"Michael Charles ""Mike"" Aljoe",1,23,185,100,USA,1988,Winter,Calgary,Bobsleigh,0
2781,"Robert Jeffrey ""Jeff"" Alkire, II",1,22,185,91,USA,1992,Summer,Barcelo,Baseball,0
2806,Scott Hazzard Allan,1,26,180,67,USA,1972,Summer,Munich,Sailing,0
2831,Anita Allen,0,26,160,58,USA,2004,Summer,Athi,Modern Pentathlon,0
2832,"William Charles ""Bill"" Allen",1,24,188,95,USA,1972,Summer,Munich,Sailing,3
2833,John Chad Allen,1,21,185,86,USA,1996,Summer,Atlanta,Baseball,1
2838,Devon Allen,1,21,185,84,USA,2016,Summer,Rio de Janeiro,Athletics,0
2840,"Frederick Harold ""Fred"" Allen",1,21,177,65,USA,1912,Summer,Stockholm,Athletics,0
2841,"Francis E. ""Fritz"" Allen",1,30,175,73,USA,1992,Summer,Barcelo,Shooting,0
2847,John William Allen,1,34,175,70,USA,1960,Summer,Roma,Athletics,0
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,0
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,0
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,0
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,0
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,0
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,0
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,0
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,0
2853,Lee Dale Allen,1,21,167,63,USA,1956,Summer,Melbourne,Wrestling,0
2853,Lee Dale Allen,1,25,167,63,USA,1960,Summer,Roma,Wrestling,0
2859,"Michael Gary ""Mike"" Allen",1,29,178,68,USA,1964,Summer,Tokyo,Cycling,0
2863,Walter Ray Allen,1,25,192,93,USA,2000,Summer,Sydney,Basketball,3
2865,Rock Allen,1,22,170,63,USA,2004,Summer,Athi,Boxing,0
2869,"Scott Ethan ""Scotty"" Allen",1,14,163,69,USA,1964,Winter,Innsbruck,Figure Skating,1
2873,Wendy Irene Allen,0,23,163,55,USA,1968,Winter,Grenoble,Alpine Skiing,0
2873,Wendy Irene Allen,0,23,163,55,USA,1968,Winter,Grenoble,Alpine Skiing,0
2874,Wyatt Allen,1,25,193,98,USA,2004,Summer,Athi,Rowing,3
2874,Wyatt Allen,1,29,193,98,USA,2008,Summer,Beijing,Rowing,1
2886,"Francis William ""Bill"" Alley",1,24,190,101,USA,1960,Summer,Roma,Athletics,0
2887,"Steven James ""Steve"" Alley",1,22,182,83,USA,1976,Winter,Innsbruck,Ice Hockey,0
2901,Dawn Michele Allinger (-Lewis),0,27,172,68,USA,1996,Summer,Atlanta,Handball,0
2905,John Cotton Allis,1,22,174,67,USA,1964,Summer,Tokyo,Cycling,0
2905,John Cotton Allis,1,22,174,67,USA,1964,Summer,Tokyo,Cycling,0
2905,John Cotton Allis,1,26,174,67,USA,1968,Summer,Mexico City,Cycling,0
2905,John Cotton Allis,1,30,174,67,USA,1972,Summer,Munich,Cycling,0
2916,Yari Allnutt,1,22,180,73,USA,1992,Summer,Barcelo,Football,0
2929,Lynne Marie Allsup (-Olson),0,15,163,59,USA,1964,Summer,Tokyo,Swimming,3
2937,"Charles Pfeiffer ""Chuck"" Alm",1,23,195,93,USA,1960,Summer,Roma,Rowing,0
3078,John Kirby Alstrom,1,26,198,91,USA,1968,Summer,Mexico City,Volleyball,0
3089,"Charles Ernest Brenton ""Charlie"" Altekruse (-Banks)",1,30,188,88,USA,1988,Summer,Seoul,Rowing,0
3100,Valeyta Roi Althouse,0,22,175,102,USA,1996,Summer,Atlanta,Athletics,0
3101,"Josmer Volmy ""Jozy"" Altidore",1,18,185,91,USA,2008,Summer,Beijing,Football,0
3107,"Michael ""Mike"" Altman",1,32,183,73,USA,2008,Summer,Beijing,Rowing,0
3141,Anita Alvarez,0,19,170,52,USA,2016,Summer,Rio de Janeiro,Synchronized Swimming,0
3150,"Eduardo C. ""Eddy"" Alvarez",1,24,175,72,USA,2014,Winter,Sochi,Short Track Speed Skating,0
3150,"Eduardo C. ""Eddy"" Alvarez",1,24,175,72,USA,2014,Winter,Sochi,Short Track Speed Skating,0
3150,"Eduardo C. ""Eddy"" Alvarez",1,24,175,72,USA,2014,Winter,Sochi,Short Track Speed Skating,0
3150,"Eduardo C. ""Eddy"" Alvarez",1,24,175,72,USA,2014,Winter,Sochi,Short Track Speed Skating,2
3230,"Norman Foster Darrell ""Norm"" Alvis",1,25,188,77,USA,1988,Summer,Seoul,Cycling,0
3265,Anthony Stanley Amado,1,25,160,57,USA,1988,Summer,Seoul,Wrestling,0
3298,Larry J. Amar,1,24,175,79,USA,1996,Summer,Atlanta,Hockey,0
3363,Christie Ambrosi,0,23,172,70,USA,2000,Summer,Sydney,Softball,3
3466,"Joseph Brian ""Joe"" Amlong",1,27,186,86,USA,1964,Summer,Tokyo,Rowing,3
3467,"Thomas Kennedy ""Tom"" Amlong",1,29,186,91,USA,1964,Summer,Tokyo,Rowing,3
3490,"Benjamin Edward ""Ben"" Amonette",1,37,183,75,USA,1992,Summer,Barcelo,Shooting,0
3490,"Benjamin Edward ""Ben"" Amonette",1,37,183,75,USA,1992,Summer,Barcelo,Shooting,0
3490,"Benjamin Edward ""Ben"" Amonette",1,41,183,75,USA,1996,Summer,Atlanta,Shooting,0
3490,"Benjamin Edward ""Ben"" Amonette",1,41,183,75,USA,1996,Summer,Atlanta,Shooting,0
3491,"Anthony Lewis ""Tony"" Amonte",1,27,183,91,USA,1998,Winter,gano,Ice Hockey,0
3491,"Anthony Lewis ""Tony"" Amonte",1,31,183,91,USA,2002,Winter,Salt Lake City,Ice Hockey,2
3532,Omar Amr,1,29,180,92,USA,2004,Summer,Athi,Water Polo,0
3642,"Lawrence Joseph ""Larry"" Astasi",1,30,185,77,USA,1964,Summer,Tokyo,Fencing,0
3642,"Lawrence Joseph ""Larry"" Astasi",1,30,185,77,USA,1964,Summer,Tokyo,Fencing,0
3642,"Lawrence Joseph ""Larry"" Astasi",1,34,185,77,USA,1968,Summer,Mexico City,Fencing,0
3642,"Lawrence Joseph ""Larry"" Astasi",1,34,185,77,USA,1968,Summer,Mexico City,Fencing,0
3681,"Elizabeth Rambo ""Beth"" Anders",0,32,174,73,USA,1984,Summer,Los Angeles,Hockey,1
3792,Alyssa Jean Anderson,0,21,173,64,USA,2012,Summer,London,Swimming,3
3793,Andrea Arlene Anderson (-Bolder),0,22,164,61,USA,2000,Summer,Sydney,Athletics,3
3797,Brett Franklin Anderson,1,20,193,104,USA,2008,Summer,Beijing,Baseball,1
3815,Gary Lee Anderson,1,25,183,77,USA,1964,Summer,Tokyo,Shooting,3
3815,Gary Lee Anderson,1,29,183,77,USA,1968,Summer,Mexico City,Shooting,3
3815,Gary Lee Anderson,1,29,183,77,USA,1968,Summer,Mexico City,Shooting,0
3820,Haley Danita Anderson,0,20,178,68,USA,2012,Summer,London,Swimming,2
3820,Haley Danita Anderson,0,24,178,68,USA,2016,Summer,Rio de Janeiro,Swimming,0
3821,Hershel Lee Anderson,1,35,183,86,USA,1972,Summer,Munich,Shooting,0
3821,Hershel Lee Anderson,1,38,183,86,USA,1976,Summer,Montreal,Shooting,0
3822,"Isaac J. ""Ike"" Anderson",1,30,168,62,USA,1988,Summer,Seoul,Wrestling,0
3823,Jamie Louise Anderson,0,23,160,54,USA,2014,Winter,Sochi,Snowboarding,3
3827,"Judith ""Jodi"" Anderson",0,26,168,57,USA,1984,Summer,Los Angeles,Athletics,0
3828,John Franklin Anderson,1,20,191,97,USA,1928,Summer,Amsterdam,Athletics,0
3828,John Franklin Anderson,1,25,191,97,USA,1932,Summer,Los Angeles,Athletics,3
3833,Jon Peter Anderson,1,22,187,72,USA,1972,Summer,Munich,Athletics,0
3836,Karl Walter Anderson,1,23,186,70,USA,1924,Summer,Paris,Athletics,0
3837,Karl Ruben Anderson,1,22,173,78,USA,1976,Winter,Innsbruck,Alpine Skiing,0
3837,Karl Ruben Anderson,1,26,173,78,USA,1980,Winter,Lake Placid,Alpine Skiing,0
3841,Lewis Robbins Anderson,1,21,183,59,USA,1912,Summer,Stockholm,Athletics,0
3842,Lindsey Anderson (Olson-),0,23,163,52,USA,2008,Summer,Beijing,Athletics,0
3845,"Matthew John ""Matt"" Anderson",1,25,202,100,USA,2012,Summer,London,Volleyball,0
3845,"Matthew John ""Matt"" Anderson",1,29,202,100,USA,2016,Summer,Rio de Janeiro,Volleyball,1
3849,Norman Frederick Anderson,1,22,183,97,USA,1924,Summer,Paris,Athletics,0
3850,Olanda Anderson,1,27,185,80,USA,2000,Summer,Sydney,Boxing,0
3851,Otto Kenneth Anderson,1,23,175,68,USA,1924,Summer,Paris,Athletics,0
3852,Patrice Marie Anderson,0,32,173,68,USA,1992,Winter,Albertville,Biathlon,0
3854,Paul Edward Anderson,1,24,178,141,USA,1956,Summer,Melbourne,Weightlifting,3
3862,"Stephen Eugene ""Steve"" Anderson",1,22,190,77,USA,1928,Summer,Amsterdam,Athletics,2
3865,"Osborne ""Ty"" Anderson",1,23,175,77,USA,1932,Winter,Lake Placid,Ice Hockey,2
3868,Wayne Robert Anderson,1,19,175,70,USA,1964,Summer,Tokyo,Swimming,0
3869,Wendell Richard Anderson,1,22,182,77,USA,1956,Winter,Corti d'Ampezzo,Ice Hockey,2
3874,"William Lloyd ""Willie"" Anderson, Jr.",1,21,200,86,USA,1988,Summer,Seoul,Basketball,1
3876,Karen Linnea Anderson-Oldham,0,18,165,53,USA,1956,Summer,Melbourne,Athletics,0
3876,Karen Linnea Anderson-Oldham,0,22,165,53,USA,1960,Summer,Roma,Athletics,0
4033,Demetrius Cesar Andrade,1,20,183,69,USA,2008,Summer,Beijing,Boxing,0
4057,"William Jules ""Bill"" Andre",1,25,178,68,USA,1956,Summer,Melbourne,Modern Pentathlon,0
4057,"William Jules ""Bill"" Andre",1,25,178,68,USA,1956,Summer,Melbourne,Modern Pentathlon,2
4083,Larry Edwin Andreasen,1,18,163,61,USA,1964,Summer,Tokyo,Diving,1
4141,"Francisco ""Frankie"" Andreu",1,21,188,77,USA,1988,Summer,Seoul,Cycling,0
4141,"Francisco ""Frankie"" Andreu",1,29,188,77,USA,1996,Summer,Atlanta,Cycling,0
4159,"Robert Adrian ""Robby"" Andrews",1,25,178,66,USA,2016,Summer,Rio de Janeiro,Athletics,0
4165,Theresa Andrews,0,21,167,62,USA,1984,Summer,Los Angeles,Swimming,3
4165,Theresa Andrews,0,21,167,62,USA,1984,Summer,Los Angeles,Swimming,3
4274,Ja Marie Angelakis,0,22,162,63,USA,1984,Summer,Los Angeles,Fencing,0
4274,Ja Marie Angelakis,0,22,162,63,USA,1984,Summer,Los Angeles,Fencing,0
4288,"Dorothy Ferrell ""Tommy"" Angell",0,40,158,59,USA,1964,Summer,Tokyo,Fencing,0
4288,"Dorothy Ferrell ""Tommy"" Angell",0,40,158,59,USA,1964,Summer,Tokyo,Fencing,0
4313,Frank David Anger,1,25,191,77,USA,1964,Summer,Tokyo,Fencing,0
4313,Frank David Anger,1,25,191,77,USA,1964,Summer,Tokyo,Fencing,0
4331,Milton Sanford Angier,1,20,180,79,USA,1920,Summer,Antwerpen,Athletics,0
4340,Kurt Steven Angle,1,27,178,100,USA,1996,Summer,Atlanta,Wrestling,3
4361,"Joseph ""Joe"" Angyal, Jr.",1,31,170,66,USA,1948,Summer,London,Rowing,0
4505,Carmelo Kyan Anthony,1,20,203,109,USA,2004,Summer,Athi,Basketball,1
4505,Carmelo Kyan Anthony,1,24,203,109,USA,2008,Summer,Beijing,Basketball,3
4505,Carmelo Kyan Anthony,1,28,203,109,USA,2012,Summer,London,Basketball,3
4505,Carmelo Kyan Anthony,1,32,203,109,USA,2016,Summer,Rio de Janeiro,Basketball,3
4515,"Michael E. ""Mike"" Anti",1,27,173,73,USA,1992,Summer,Barcelo,Shooting,0
4515,"Michael E. ""Mike"" Anti",1,36,173,73,USA,2000,Summer,Sydney,Shooting,0
4515,"Michael E. ""Mike"" Anti",1,40,173,73,USA,2004,Summer,Athi,Shooting,2
4515,"Michael E. ""Mike"" Anti",1,40,173,73,USA,2004,Summer,Athi,Shooting,0
4515,"Michael E. ""Mike"" Anti",1,44,173,73,USA,2008,Summer,Beijing,Shooting,0
4538,"Matthew ""Matt"" Antoine",1,28,190,84,USA,2014,Winter,Sochi,Skeleton,1
4705,Paul Dimitri Apostol,1,26,174,75,USA,1972,Summer,Munich,Fencing,0
4705,Paul Dimitri Apostol,1,26,174,75,USA,1972,Summer,Munich,Fencing,0
4705,Paul Dimitri Apostol,1,30,174,75,USA,1976,Summer,Montreal,Fencing,0
4705,Paul Dimitri Apostol,1,30,174,75,USA,1976,Summer,Montreal,Fencing,0
4950,Alice Jean Arden (-Hodge),0,22,170,61,USA,1936,Summer,Berlin,Athletics,0
5031,John Clifford Argue,1,22,180,66,USA,1924,Summer,Paris,Athletics,0
5149,"Raymond Richard ""Ray"" Armstead",1,24,187,76,USA,1984,Summer,Los Angeles,Athletics,3
5152,"Elizabeth ""Betsey"" Armstrong",0,25,188,77,USA,2008,Summer,Beijing,Water Polo,2
5152,"Elizabeth ""Betsey"" Armstrong",0,29,188,77,USA,2012,Summer,London,Water Polo,3
5154,"David Lee ""Davey"" Armstrong",1,17,175,57,USA,1972,Summer,Munich,Boxing,0
5154,"David Lee ""Davey"" Armstrong",1,21,175,57,USA,1976,Summer,Montreal,Boxing,0
5156,"Debra Rae ""Debbie"" Armstrong",0,20,165,62,USA,1984,Winter,Sarajevo,Alpine Skiing,0
5156,"Debra Rae ""Debbie"" Armstrong",0,20,165,62,USA,1984,Winter,Sarajevo,Alpine Skiing,3
5156,"Debra Rae ""Debbie"" Armstrong",0,24,165,62,USA,1988,Winter,Calgary,Alpine Skiing,0
5156,"Debra Rae ""Debbie"" Armstrong",0,24,165,62,USA,1988,Winter,Calgary,Alpine Skiing,0
5157,Desmond Kevin Armstrong,1,23,183,79,USA,1988,Summer,Seoul,Football,0
5164,"Jeremy Lee ""Jerry"" Armstrong",1,24,161,54,USA,1960,Summer,Roma,Boxing,0
5167,Kristin Ann Armstrong (-Savola),0,31,173,58,USA,2004,Summer,Athi,Cycling,0
5167,Kristin Ann Armstrong (-Savola),0,34,173,58,USA,2008,Summer,Beijing,Cycling,0
5167,Kristin Ann Armstrong (-Savola),0,34,173,58,USA,2008,Summer,Beijing,Cycling,3
