ID,name,Sex,Age,Height,Weight,NOC,Year,Season,City,Sport,Medal
2695,Nia Sifaatihii Ali,0,27,170,65,USA,2016,Summer,Rio de Janeiro,Athletics,Silver
2697,Sadam Ali,1,19,175,60,USA,2008,Summer,Beijing,Boxing,No
2773,"Michael Charles ""Mike"" Aljoe",1,23,185,100,USA,1988,Winter,Calgary,Bobsleigh,No
2781,"Robert Jeffrey ""Jeff"" Alkire, II",1,22,185,91,USA,1992,Summer,Barcelo,Baseball,No
2806,Scott Hazzard Allan,1,26,180,67,USA,1972,Summer,Munich,Sailing,No
2831,Anita Allen,0,26,160,58,USA,2004,Summer,Athi,Modern Pentathlon,No
2832,"William Charles ""Bill"" Allen",1,24,188,95,USA,1972,Summer,Munich,Sailing,Gold
2833,John Chad Allen,1,21,185,86,USA,1996,Summer,Atlanta,Baseball,Bronze
2838,Devon Allen,1,21,185,84,USA,2016,Summer,Rio de Janeiro,Athletics,No
2840,"Frederick Harold ""Fred"" Allen",1,21,177,65,USA,1912,Summer,Stockholm,Athletics,No
2841,"Francis E. ""Fritz"" Allen",1,30,175,73,USA,1992,Summer,Barcelo,Shooting,No
2847,John William Allen,1,34,175,70,USA,1960,Summer,Roma,Athletics,No
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,No
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,No
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,No
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,No
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,No
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,No
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,No
2848,James Kati Allen,1,21,173,64,USA,1968,Summer,Mexico City,Gymstics,No
2853,Lee Dale Allen,1,21,167,63,USA,1956,Summer,Melbourne,Wrestling,No
2853,Lee Dale Allen,1,25,167,63,USA,1960,Summer,Roma,Wrestling,No
2859,"Michael Gary ""Mike"" Allen",1,29,178,68,USA,1964,Summer,Tokyo,Cycling,No
2863,Walter Ray Allen,1,25,192,93,USA,2000,Summer,Sydney,Basketball,Gold
2865,Rock Allen,1,22,170,63,USA,2004,Summer,Athi,Boxing,No
2869,"Scott Ethan ""Scotty"" Allen",1,14,163,69,USA,1964,Winter,Innsbruck,Figure Skating,Bronze
2873,Wendy Irene Allen,0,23,163,55,USA,1968,Winter,Grenoble,Alpine Skiing,No
2873,Wendy Irene Allen,0,23,163,55,USA,1968,Winter,Grenoble,Alpine Skiing,No
2874,Wyatt Allen,1,25,193,98,USA,2004,Summer,Athi,Rowing,Gold
2874,Wyatt Allen,1,29,193,98,USA,2008,Summer,Beijing,Rowing,Bronze
2886,"Francis William ""Bill"" Alley",1,24,190,101,USA,1960,Summer,Roma,Athletics,No
2887,"Steven James ""Steve"" Alley",1,22,182,83,USA,1976,Winter,Innsbruck,Ice Hockey,No
2901,Dawn Michele Allinger (-Lewis),0,27,172,68,USA,1996,Summer,Atlanta,Handball,No
2905,John Cotton Allis,1,22,174,67,USA,1964,Summer,Tokyo,Cycling,No
2905,John Cotton Allis,1,22,174,67,USA,1964,Summer,Tokyo,Cycling,No
2905,John Cotton Allis,1,26,174,67,USA,1968,Summer,Mexico City,Cycling,No
2905,John Cotton Allis,1,30,174,67,USA,1972,Summer,Munich,Cycling,No
2916,Yari Allnutt,1,22,180,73,USA,1992,Summer,Barcelo,Football,No
2929,Lynne Marie Allsup (-Olson),0,15,163,59,USA,1964,Summer,Tokyo,Swimming,Gold
2937,"Charles Pfeiffer ""Chuck"" Alm",1,23,195,93,USA,1960,Summer,Roma,Rowing,No
3078,John Kirby Alstrom,1,26,198,91,USA,1968,Summer,Mexico City,Volleyball,No
3089,"Charles Ernest Brenton ""Charlie"" Altekruse (-Banks)",1,30,188,88,USA,1988,Summer,Seoul,Rowing,No
3100,Valeyta Roi Althouse,0,22,175,102,USA,1996,Summer,Atlanta,Athletics,No
3101,"Josmer Volmy ""Jozy"" Altidore",1,18,185,91,USA,2008,Summer,Beijing,Football,No
3107,"Michael ""Mike"" Altman",1,32,183,73,USA,2008,Summer,Beijing,Rowing,No
3141,Anita Alvarez,0,19,170,52,USA,2016,Summer,Rio de Janeiro,Synchronized Swimming,No
3150,"Eduardo C. ""Eddy"" Alvarez",1,24,175,72,USA,2014,Winter,Sochi,Short Track Speed Skating,No
3150,"Eduardo C. ""Eddy"" Alvarez",1,24,175,72,USA,2014,Winter,Sochi,Short Track Speed Skating,No
3150,"Eduardo C. ""Eddy"" Alvarez",1,24,175,72,USA,2014,Winter,Sochi,Short Track Speed Skating,No
3150,"Eduardo C. ""Eddy"" Alvarez",1,24,175,72,USA,2014,Winter,Sochi,Short Track Speed Skating,Silver
3230,"Norman Foster Darrell ""Norm"" Alvis",1,25,188,77,USA,1988,Summer,Seoul,Cycling,No
3265,Anthony Stanley Amado,1,25,160,57,USA,1988,Summer,Seoul,Wrestling,No
3298,Larry J. Amar,1,24,175,79,USA,1996,Summer,Atlanta,Hockey,No
3363,Christie Ambrosi,0,23,172,70,USA,2000,Summer,Sydney,Softball,Gold
3466,"Joseph Brian ""Joe"" Amlong",1,27,186,86,USA,1964,Summer,Tokyo,Rowing,Gold
3467,"Thomas Kennedy ""Tom"" Amlong",1,29,186,91,USA,1964,Summer,Tokyo,Rowing,Gold
3490,"Benjamin Edward ""Ben"" Amonette",1,37,183,75,USA,1992,Summer,Barcelo,Shooting,No
3490,"Benjamin Edward ""Ben"" Amonette",1,37,183,75,USA,1992,Summer,Barcelo,Shooting,No
3490,"Benjamin Edward ""Ben"" Amonette",1,41,183,75,USA,1996,Summer,Atlanta,Shooting,No
3490,"Benjamin Edward ""Ben"" Amonette",1,41,183,75,USA,1996,Summer,Atlanta,Shooting,No
3491,"Anthony Lewis ""Tony"" Amonte",1,27,183,91,USA,1998,Winter,gano,Ice Hockey,No
3491,"Anthony Lewis ""Tony"" Amonte",1,31,183,91,USA,2002,Winter,Salt Lake City,Ice Hockey,Silver
3532,Omar Amr,1,29,180,92,USA,2004,Summer,Athi,Water Polo,No
3642,"Lawrence Joseph ""Larry"" Astasi",1,30,185,77,USA,1964,Summer,Tokyo,Fencing,No
3642,"Lawrence Joseph ""Larry"" Astasi",1,30,185,77,USA,1964,Summer,Tokyo,Fencing,No
3642,"Lawrence Joseph ""Larry"" Astasi",1,34,185,77,USA,1968,Summer,Mexico City,Fencing,No
3642,"Lawrence Joseph ""Larry"" Astasi",1,34,185,77,USA,1968,Summer,Mexico City,Fencing,No
3681,"Elizabeth Rambo ""Beth"" Anders",0,32,174,73,USA,1984,Summer,Los Angeles,Hockey,Bronze
3792,Alyssa Jean Anderson,0,21,173,64,USA,2012,Summer,London,Swimming,Gold
3793,Andrea Arlene Anderson (-Bolder),0,22,164,61,USA,2000,Summer,Sydney,Athletics,Gold
3797,Brett Franklin Anderson,1,20,193,104,USA,2008,Summer,Beijing,Baseball,Bronze
3815,Gary Lee Anderson,1,25,183,77,USA,1964,Summer,Tokyo,Shooting,Gold
3815,Gary Lee Anderson,1,29,183,77,USA,1968,Summer,Mexico City,Shooting,Gold
3815,Gary Lee Anderson,1,29,183,77,USA,1968,Summer,Mexico City,Shooting,No
3820,Haley Danita Anderson,0,20,178,68,USA,2012,Summer,London,Swimming,Silver
3820,Haley Danita Anderson,0,24,178,68,USA,2016,Summer,Rio de Janeiro,Swimming,No
3821,Hershel Lee Anderson,1,35,183,86,USA,1972,Summer,Munich,Shooting,No
3821,Hershel Lee Anderson,1,38,183,86,USA,1976,Summer,Montreal,Shooting,No
3822,"Isaac J. ""Ike"" Anderson",1,30,168,62,USA,1988,Summer,Seoul,Wrestling,No
3823,Jamie Louise Anderson,0,23,160,54,USA,2014,Winter,Sochi,Snowboarding,Gold
3827,"Judith ""Jodi"" Anderson",0,26,168,57,USA,1984,Summer,Los Angeles,Athletics,No
3828,John Franklin Anderson,1,20,191,97,USA,1928,Summer,Amsterdam,Athletics,No
3828,John Franklin Anderson,1,25,191,97,USA,1932,Summer,Los Angeles,Athletics,Gold
3833,Jon Peter Anderson,1,22,187,72,USA,1972,Summer,Munich,Athletics,No
3836,Karl Walter Anderson,1,23,186,70,USA,1924,Summer,Paris,Athletics,No
3837,Karl Ruben Anderson,1,22,173,78,USA,1976,Winter,Innsbruck,Alpine Skiing,No
3837,Karl Ruben Anderson,1,26,173,78,USA,1980,Winter,Lake Placid,Alpine Skiing,No
3841,Lewis Robbins Anderson,1,21,183,59,USA,1912,Summer,Stockholm,Athletics,No
3842,Lindsey Anderson (Olson-),0,23,163,52,USA,2008,Summer,Beijing,Athletics,No
3845,"Matthew John ""Matt"" Anderson",1,25,202,100,USA,2012,Summer,London,Volleyball,No
3845,"Matthew John ""Matt"" Anderson",1,29,202,100,USA,2016,Summer,Rio de Janeiro,Volleyball,Bronze
3849,Norman Frederick Anderson,1,22,183,97,USA,1924,Summer,Paris,Athletics,No
3850,Olanda Anderson,1,27,185,80,USA,2000,Summer,Sydney,Boxing,No
3851,Otto Kenneth Anderson,1,23,175,68,USA,1924,Summer,Paris,Athletics,No
3852,Patrice Marie Anderson,0,32,173,68,USA,1992,Winter,Albertville,Biathlon,No
3854,Paul Edward Anderson,1,24,178,141,USA,1956,Summer,Melbourne,Weightlifting,Gold
3862,"Stephen Eugene ""Steve"" Anderson",1,22,190,77,USA,1928,Summer,Amsterdam,Athletics,Silver
3865,"Osborne ""Ty"" Anderson",1,23,175,77,USA,1932,Winter,Lake Placid,Ice Hockey,Silver
3868,Wayne Robert Anderson,1,19,175,70,USA,1964,Summer,Tokyo,Swimming,No
3869,Wendell Richard Anderson,1,22,182,77,USA,1956,Winter,Corti d'Ampezzo,Ice Hockey,Silver
3874,"William Lloyd ""Willie"" Anderson, Jr.",1,21,200,86,USA,1988,Summer,Seoul,Basketball,Bronze
3876,Karen Linnea Anderson-Oldham,0,18,165,53,USA,1956,Summer,Melbourne,Athletics,No
3876,Karen Linnea Anderson-Oldham,0,22,165,53,USA,1960,Summer,Roma,Athletics,No
4033,Demetrius Cesar Andrade,1,20,183,69,USA,2008,Summer,Beijing,Boxing,No
4057,"William Jules ""Bill"" Andre",1,25,178,68,USA,1956,Summer,Melbourne,Modern Pentathlon,No
4057,"William Jules ""Bill"" Andre",1,25,178,68,USA,1956,Summer,Melbourne,Modern Pentathlon,Silver
4083,Larry Edwin Andreasen,1,18,163,61,USA,1964,Summer,Tokyo,Diving,Bronze
4141,"Francisco ""Frankie"" Andreu",1,21,188,77,USA,1988,Summer,Seoul,Cycling,No
4141,"Francisco ""Frankie"" Andreu",1,29,188,77,USA,1996,Summer,Atlanta,Cycling,No
4159,"Robert Adrian ""Robby"" Andrews",1,25,178,66,USA,2016,Summer,Rio de Janeiro,Athletics,No
4165,Theresa Andrews,0,21,167,62,USA,1984,Summer,Los Angeles,Swimming,Gold
4165,Theresa Andrews,0,21,167,62,USA,1984,Summer,Los Angeles,Swimming,Gold
4274,Ja Marie Angelakis,0,22,162,63,USA,1984,Summer,Los Angeles,Fencing,No
4274,Ja Marie Angelakis,0,22,162,63,USA,1984,Summer,Los Angeles,Fencing,No
4288,"Dorothy Ferrell ""Tommy"" Angell",0,40,158,59,USA,1964,Summer,Tokyo,Fencing,No
4288,"Dorothy Ferrell ""Tommy"" Angell",0,40,158,59,USA,1964,Summer,Tokyo,Fencing,No
4313,Frank David Anger,1,25,191,77,USA,1964,Summer,Tokyo,Fencing,No
4313,Frank David Anger,1,25,191,77,USA,1964,Summer,Tokyo,Fencing,No
4331,Milton Sanford Angier,1,20,180,79,USA,1920,Summer,Antwerpen,Athletics,No
4340,Kurt Steven Angle,1,27,178,100,USA,1996,Summer,Atlanta,Wrestling,Gold
4361,"Joseph ""Joe"" Angyal, Jr.",1,31,170,66,USA,1948,Summer,London,Rowing,No
4505,Carmelo Kyan Anthony,1,20,203,109,USA,2004,Summer,Athi,Basketball,Bronze
4505,Carmelo Kyan Anthony,1,24,203,109,USA,2008,Summer,Beijing,Basketball,Gold
4505,Carmelo Kyan Anthony,1,28,203,109,USA,2012,Summer,London,Basketball,Gold
4505,Carmelo Kyan Anthony,1,32,203,109,USA,2016,Summer,Rio de Janeiro,Basketball,Gold
4515,"Michael E. ""Mike"" Anti",1,27,173,73,USA,1992,Summer,Barcelo,Shooting,No
4515,"Michael E. ""Mike"" Anti",1,36,173,73,USA,2000,Summer,Sydney,Shooting,No
4515,"Michael E. ""Mike"" Anti",1,40,173,73,USA,2004,Summer,Athi,Shooting,Silver
4515,"Michael E. ""Mike"" Anti",1,40,173,73,USA,2004,Summer,Athi,Shooting,No
4515,"Michael E. ""Mike"" Anti",1,44,173,73,USA,2008,Summer,Beijing,Shooting,No
4538,"Matthew ""Matt"" Antoine",1,28,190,84,USA,2014,Winter,Sochi,Skeleton,Bronze
4705,Paul Dimitri Apostol,1,26,174,75,USA,1972,Summer,Munich,Fencing,No
4705,Paul Dimitri Apostol,1,26,174,75,USA,1972,Summer,Munich,Fencing,No
4705,Paul Dimitri Apostol,1,30,174,75,USA,1976,Summer,Montreal,Fencing,No
4705,Paul Dimitri Apostol,1,30,174,75,USA,1976,Summer,Montreal,Fencing,No
4950,Alice Jean Arden (-Hodge),0,22,170,61,USA,1936,Summer,Berlin,Athletics,No
5031,John Clifford Argue,1,22,180,66,USA,1924,Summer,Paris,Athletics,No
5149,"Raymond Richard ""Ray"" Armstead",1,24,187,76,USA,1984,Summer,Los Angeles,Athletics,Gold
5152,"Elizabeth ""Betsey"" Armstrong",0,25,188,77,USA,2008,Summer,Beijing,Water Polo,Silver
5152,"Elizabeth ""Betsey"" Armstrong",0,29,188,77,USA,2012,Summer,London,Water Polo,Gold
5154,"David Lee ""Davey"" Armstrong",1,17,175,57,USA,1972,Summer,Munich,Boxing,No
5154,"David Lee ""Davey"" Armstrong",1,21,175,57,USA,1976,Summer,Montreal,Boxing,No
5156,"Debra Rae ""Debbie"" Armstrong",0,20,165,62,USA,1984,Winter,Sarajevo,Alpine Skiing,No
5156,"Debra Rae ""Debbie"" Armstrong",0,20,165,62,USA,1984,Winter,Sarajevo,Alpine Skiing,Gold
5156,"Debra Rae ""Debbie"" Armstrong",0,24,165,62,USA,1988,Winter,Calgary,Alpine Skiing,No
5156,"Debra Rae ""Debbie"" Armstrong",0,24,165,62,USA,1988,Winter,Calgary,Alpine Skiing,No
5157,Desmond Kevin Armstrong,1,23,183,79,USA,1988,Summer,Seoul,Football,No
5164,"Jeremy Lee ""Jerry"" Armstrong",1,24,161,54,USA,1960,Summer,Roma,Boxing,No
